date,date_lab,who_region,who_region_long,country,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper,calculated_cfr,cfr_difference,calculated_prop_sev,year,month,month_name,quarter,year_month,period,cfr_valid,epidemiological_consistency,prop_sev_difference,confirmation_rate,severe_case_rate,mortality_rate,cases_yoy_change,cases_3m_avg,high_burden_flag
2021-04-01,2021-04-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2545.0,,,,,,,,,,,,,2021,4,April,2,2021-04,2020-2022,False,False,,,,,361.05,2341.33,0
2021-05-01,2021-05-01,SEAR,South-East Asia Region,Sri Lanka,LKA,1257.0,,,,,,,,,,,,,2021,5,May,2,2021-05,2020-2022,False,False,,,,,13.55,1975.33,0
2021-06-01,2021-06-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2663.0,,,,,,,,,,,,,2021,6,June,2,2021-06,2020-2022,False,False,,,,,31.31,2155.0,0
2021-07-01,2021-07-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3759.0,,,,,,,,,,,,,2021,7,July,3,2021-07,2020-2022,False,False,,,,,86.0,2559.67,0
2021-08-01,2021-08-01,SEAR,South-East Asia Region,Sri Lanka,LKA,1136.0,,,,,,,,,,,,,2021,8,August,3,2021-08,2020-2022,False,False,,,,,-22.46,2519.33,0
2021-09-01,2021-09-01,SEAR,South-East Asia Region,Sri Lanka,LKA,1623.0,,,,,,,,,,,,,2021,9,September,3,2021-09,2020-2022,False,False,,,,,41.25,2172.67,0
2021-10-01,2021-10-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2794.0,,,,,,,,,,,,,2021,10,October,4,2021-10,2020-2022,False,False,,,,,179.12,1851.0,0
2021-11-01,2021-11-01,SEAR,South-East Asia Region,Sri Lanka,LKA,4058.0,,,,,,,,,,,,,2021,11,November,4,2021-11,2020-2022,False,False,,,,,441.07,2825.0,0
2021-12-01,2021-12-01,SEAR,South-East Asia Region,Sri Lanka,LKA,9894.0,,,,,,,,,,,,,2021,12,December,4,2021-12,2020-2022,False,False,,,,,651.25,5582.0,1
2022-01-01,2022-01-01,SEAR,South-East Asia Region,Sri Lanka,LKA,7090.0,,,,,,,,,,,,,2022,1,January,1,2022-01,2020-2022,False,False,,,,,270.82,7014.0,1
2022-02-01,2022-02-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3056.0,,,,,,,,,,,,,2022,2,February,1,2022-02,2020-2022,False,False,,,,,29.77,6680.0,0
2022-03-01,2022-03-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3474.0,,,,,,,,,,,,,2022,3,March,1,2022-03,2020-2022,False,False,,,,,63.56,4540.0,0
2022-04-01,2022-04-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3785.0,,,,,,,,,,,,,2022,4,April,2,2022-04,2020-2022,False,False,,,,,48.72,3438.33,0
2022-05-01,2022-05-01,SEAR,South-East Asia Region,Sri Lanka,LKA,5695.0,,,,,,,,,,,,,2022,5,May,2,2022-05,2020-2022,False,False,,,,,353.06,4318.0,1
2022-06-01,2022-06-01,SEAR,South-East Asia Region,Sri Lanka,LKA,13254.0,,,,,,,,,,,,,2022,6,June,2,2022-06,2020-2022,False,False,,,,,397.71,7578.0,1
2022-07-01,2022-07-01,SEAR,South-East Asia Region,Sri Lanka,LKA,10082.0,,,,,,,,,,,,,2022,7,July,3,2022-07,2020-2022,False,False,,,,,168.21,9677.0,1
2022-08-01,2022-08-01,SEAR,South-East Asia Region,Sri Lanka,LKA,6295.0,,,,,,,,,,,,,2022,8,August,3,2022-08,2020-2022,False,False,,,,,454.14,9877.0,1
2022-09-01,2022-09-01,SEAR,South-East Asia Region,Sri Lanka,LKA,5434.0,,,,,,,,,,,,,2022,9,September,3,2022-09,2020-2022,False,False,,,,,234.81,7270.33,1
2022-10-01,2022-10-01,SEAR,South-East Asia Region,Sri Lanka,LKA,4270.0,,,,,,,,,,,,,2022,10,October,4,2022-10,2020-2022,False,False,,,,,52.83,5333.0,1
2022-11-01,2022-11-01,SEAR,South-East Asia Region,Sri Lanka,LKA,4887.0,,,,,,,,,,,,,2022,11,November,4,2022-11,2020-2022,False,False,,,,,20.43,4863.67,1
2022-12-01,2022-12-01,SEAR,South-East Asia Region,Sri Lanka,LKA,8933.0,,,,,,,,,,,,,2022,12,December,4,2022-12,2020-2022,False,False,,,,,-9.71,6030.0,1
2023-01-01,2023-01-01,SEAR,South-East Asia Region,Sri Lanka,LKA,8148.0,,,,,,,,,,,,,2023,1,January,1,2023-01,2023-2024,False,False,,,,,14.92,7322.67,1
2023-02-01,2023-02-01,SEAR,South-East Asia Region,Sri Lanka,LKA,6828.0,,,,,,,,,,,,,2023,2,February,1,2023-02,2023-2024,False,False,,,,,123.43,7969.67,1
2023-03-01,2023-03-01,SEAR,South-East Asia Region,Sri Lanka,LKA,7330.0,,,,,,,,,,,,,2023,3,March,1,2023-03,2023-2024,False,False,,,,,111.0,7435.33,1
2023-04-01,2023-04-01,SEAR,South-East Asia Region,Sri Lanka,LKA,7190.0,,,,,,,,,,,,,2023,4,April,2,2023-04,2023-2024,False,False,,,,,89.96,7116.0,1
2023-05-01,2023-05-01,SEAR,South-East Asia Region,Sri Lanka,LKA,8513.0,,,,,,,,,,,,,2023,5,May,2,2023-05,2023-2024,False,False,,,,,49.48,7677.67,1
2023-06-01,2023-06-01,SEAR,South-East Asia Region,Sri Lanka,LKA,11539.0,,,,,,,,,,,,,2023,6,June,2,2023-06,2023-2024,False,False,,,,,-12.94,9080.67,1
2023-07-01,2023-07-01,SEAR,South-East Asia Region,Sri Lanka,LKA,6679.0,,,,,,,,,,,,,2023,7,July,3,2023-07,2023-2024,False,False,,,,,-33.75,8910.33,1
2023-08-01,2023-08-01,SEAR,South-East Asia Region,Sri Lanka,LKA,5718.0,,,,,,,,,,,,,2023,8,August,3,2023-08,2023-2024,False,False,,,,,-9.17,7978.67,1
2023-09-01,2023-09-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2397.0,,,,,,,,,,,,,2023,9,September,3,2023-09,2023-2024,False,False,,,,,-55.89,4931.33,0
2023-10-01,2023-10-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3631.0,,,,,,,,,,,,,2023,10,October,4,2023-10,2023-2024,False,False,,,,,-14.96,3915.33,0
2023-11-01,2023-11-01,SEAR,South-East Asia Region,Sri Lanka,LKA,9357.0,,,,,,,,,,,,,2023,11,November,4,2023-11,2023-2024,False,False,,,,,91.47,5128.33,1
2023-12-01,2023-12-01,SEAR,South-East Asia Region,Sri Lanka,LKA,11313.0,,,,,,,,,,,,,2023,12,December,4,2023-12,2023-2024,False,False,,,,,26.64,8100.33,1
2024-01-01,2024-01-01,SEAR,South-East Asia Region,Sri Lanka,LKA,10752.0,,,4.0,0.0003720238095238095,,0.0001013729722733756,0.0009522522653861671,,,0.04,-0.03962797619047619,,2024,1,January,1,2024-01,2023-2024,True,False,,,,0.04,31.96,10474.0,1
2024-02-01,2024-02-01,SEAR,South-East Asia Region,Sri Lanka,LKA,6047.0,,,2.0,0.000330742516950554,,4.005696325518107e-05,0.00119423966077415,,,0.03,-0.029669257483049445,,2024,2,February,1,2024-02,2023-2024,True,False,,,,0.03,-11.44,9370.67,1
2024-03-01,2024-03-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3629.0,,,2.0,0.0005511160099200882,,6.67496754151341e-05,0.001989387938883886,,,0.06,-0.05944888399007991,,2024,3,March,1,2024-03,2023-2024,True,False,,,,0.06,-50.49,6809.33,0
2024-04-01,2024-04-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2234.0,,,1.0,0.0004476275738585497,,1.133288474580079e-05,0.002491470835061218,,,0.04,-0.03955237242614145,,2024,4,April,2,2024-04,2023-2024,True,False,,,,0.04,-68.93,3970.0,0
2024-05-01,2024-05-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2650.0,,,2.0,0.0007547169811320754,,9.141279959317101e-05,0.002723610999574418,,,0.08,-0.07924528301886792,,2024,5,May,2,2024-05,2023-2024,True,False,,,,0.08,-68.87,2837.67,0
2024-06-01,2024-06-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3312.0,,,0.0,0.0,,0.0,0.001113172069501867,,,0.0,0.0,,2024,6,June,2,2024-06,2023-2024,True,False,,,,0.0,-71.3,2732.0,0
2024-07-01,2024-07-01,SEAR,South-East Asia Region,Sri Lanka,LKA,4519.0,,,4.0,0.0008851515822084533,,0.0002412250044491965,0.002264774895639353,,,0.09,-0.08911484841779155,,2024,7,July,3,2024-07,2023-2024,True,False,,,,0.09,-32.34,3493.67,1
2024-08-01,2024-08-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3896.0,,,3.0,0.0007700205338809035,,0.0001588249055247055,0.002248661715055178,,,0.08,-0.0792299794661191,,2024,8,August,3,2024-08,2023-2024,True,False,,,,0.08,-31.86,3909.0,0
2024-09-01,2024-09-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2772.0,,,1.0,0.0003607503607503608,,9.133366654293756e-06,0.002008315701142774,,,0.04,-0.03963924963924964,,2024,9,September,3,2024-09,2023-2024,True,False,,,,0.04,15.64,3729.0,0
2024-10-01,2024-10-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2964.0,,,1.0,0.0003373819163292847,,8.541734094178185e-06,0.001878322694633583,,,0.03,-0.029662618083670714,,2024,10,October,4,2024-10,2023-2024,True,False,,,,0.03,-18.37,3210.67,0
2024-11-01,2024-11-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3498.0,,,3.0,0.0008576329331046312,,0.0001768994622159614,0.002504301949100341,,,0.09,-0.08914236706689536,,2024,11,November,4,2024-11,2023-2024,True,False,,,,0.09,-62.62,3078.0,0
2024-12-01,2024-12-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3604.0,,,1.0,0.0002774694783573807,,7.024894299867726e-06,0.001544980822488581,,,0.03,-0.02972253052164262,,2024,12,December,4,2024-12,2023-2024,True,False,,,,0.03,-68.14,3355.33,0
2025-01-01,2025-01-01,SEAR,South-East Asia Region,Sri Lanka,LKA,4942.0,,,2.0,0.0004046944556859571,,4.901413416905749e-05,0.001461122966915981,,,0.04,-0.03959530554431404,,2025,1,January,1,2025-01,2025+,True,False,,,,0.04,-54.04,4014.67,1
2025-02-01,2025-02-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3666.0,,,1.0,0.0002727768685215493,,6.906088532645275e-06,0.001518868141090461,,,0.03,-0.02972722313147845,,2025,2,February,1,2025-02,2025+,True,False,,,,0.03,-39.37,4070.67,0
2025-03-01,2025-03-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3771.0,,,1.0,0.0002651816494298595,,6.713795543596289e-06,0.001476602298632269,,,0.03,-0.02973481835057014,,2025,3,March,1,2025-03,2025+,True,False,,,,0.03,3.91,4126.33,0
2025-04-01,2025-04-01,SEAR,South-East Asia Region,Sri Lanka,LKA,5171.0,,,2.0,0.0003867723844517501,,4.684336268736709e-05,0.001396449185860422,,,0.04,-0.03961322761554825,,2025,4,April,2,2025-04,2025+,True,False,,,,0.04,131.47,4202.67,1
2025-05-01,2025-05-01,SEAR,South-East Asia Region,Sri Lanka,LKA,6035.0,,,6.0,0.0009942004971002485,,0.0003649386766406886,0.002162690486465396,,,0.1,-0.09900579950289976,,2025,5,May,2,2025-05,2025+,True,False,,,,0.1,127.74,4992.33,1
2025-06-01,2025-06-01,SEAR,South-East Asia Region,Sri Lanka,LKA,5468.0,,,3.0,0.0005486466715435259,,0.0001131584280628415,0.001602533023715628,,,0.05,-0.049451353328456474,,2025,6,June,2,2025-06,2025+,True,False,,,,0.05,65.1,5558.0,1
2025-07-01,2025-07-01,SEAR,South-East Asia Region,Sri Lanka,LKA,4838.0,,,1.0,0.0002066969822240595,,5.233100814161083e-06,0.001151097903223353,,,0.02,-0.019793303017775942,,2025,7,July,3,2025-07,2025+,True,False,,,,0.02,7.06,5447.0,1
2025-08-01,2025-08-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2746.0,,,3.0,0.001092498179169701,,0.0002253560805511367,0.003189392053315641,,,0.11,-0.1089075018208303,,2025,8,August,3,2025-08,2025+,True,False,,,,0.11,-29.52,4350.67,0
2025-09-01,2025-09-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2403.0,,,1.0,0.0004161464835622139,,1.053586126158948e-05,0.002316415450836126,,,0.04,-0.039583853516437784,,2025,9,September,3,2025-09,2025+,True,False,,,,0.04,-13.31,3329.0,0
2025-10-01,2025-10-01,SEAR,South-East Asia Region,Sri Lanka,LKA,2717.0,,,1.0,0.000368052999631947,,9.318251757545939e-06,0.002048935667100607,,,0.04,-0.039631947000368054,,2025,10,October,4,2025-10,2025+,True,False,,,,0.04,-8.33,2622.0,0
2025-11-01,2025-11-01,SEAR,South-East Asia Region,Sri Lanka,LKA,3806.0,,,4.0,0.001050972149238045,,0.0002864264266953084,0.002688700349383797,,,0.11,-0.10894902785076195,,2025,11,November,4,2025-11,2025+,True,False,,,,0.11,8.81,2975.33,0
2025-12-01,2025-12-01,SEAR,South-East Asia Region,Sri Lanka,LKA,5900.0,,,4.0,0.0006779661016949153,,0.0001847528552173456,0.001734944490768831,,,0.07,-0.06932203389830509,,2025,12,December,4,2025-12,2025+,True,False,,,,0.07,63.71,4141.0,1
2026-01-01,2026-01-01,SEAR,South-East Asia Region,Sri Lanka,LKA,7868.0,,,1.0,0.0001270971021860702,,3.217814851329281e-06,0.0007079340339761834,,,0.01,-0.00987290289781393,,2026,1,January,1,2026-01,2025+,True,False,,,,0.01,59.21,5858.0,1
2026-02-01,2026-02-01,SEAR,South-East Asia Region,Sri Lanka,LKA,5724.0,,,3.0,0.0005241090146750524,,0.0001080969231673112,0.001530897495559067,,,0.05,-0.04947589098532495,,2026,2,February,1,2026-02,2025+,True,False,,,,0.05,56.14,6497.33,1
2026-03-01,2026-03-01,SEAR,South-East Asia Region,Sri Lanka,LKA,6016.0,,,3.0,0.0004986702127659574,,0.0001028495949863249,0.00145662758488983,,,0.05,-0.049501329787234045,,2026,3,March,1,2026-03,2025+,True,False,,,,0.05,59.53,6536.0,1
2026-04-01,2026-04-01,SEAR,South-East Asia Region,Sri Lanka,LKA,5662.0,,,5.0,0.0008830801836806782,,0.0002867939293903253,0.002059601256298067,,,0.09,-0.08911691981631932,,2026,4,April,2,2026-04,2025+,True,False,,,,0.09,9.5,5800.67,1
2026-05-01,2026-05-01,SEAR,South-East Asia Region,Sri Lanka,LKA,8602.0,,,5.0,0.0005812601720530109,,0.0001887596731168735,0.001355941637878376,,,0.06,-0.05941873982794699,,2026,5,May,2,2026-05,2025+,True,False,,,,0.06,42.54,6760.0,1
2023-07-01,2023-07-01,EMR,Eastern Mediterranean Region,Sudan,SDN,1.0,,,0.0,0.0,,0.0,0.975,,,0.0,0.0,,2023,7,July,3,2023-07,2023-2024,True,False,,,,0.0,,1.0,0
2023-08-01,2023-08-01,EMR,Eastern Mediterranean Region,Sudan,SDN,147.0,,,0.0,0.0,,0.0,0.02478217048958076,,,0.0,0.0,,2023,8,August,3,2023-08,2023-2024,True,False,,,,0.0,,74.0,0
2023-09-01,2023-09-01,EMR,Eastern Mediterranean Region,Sudan,SDN,1685.0,,,25.0,0.01483679525222552,,0.009623997138589415,0.02182457522530445,,,1.48,-1.4651632047477745,,2023,9,September,3,2023-09,2023-2024,True,False,,,,1.48,,611.0,0
2023-10-01,2023-10-01,EMR,Eastern Mediterranean Region,Sudan,SDN,2680.0,,,26.0,0.009701492537313432,,0.006346848134627153,0.01418282976893159,,,0.97,-0.9602985074626865,,2023,10,October,4,2023-10,2023-2024,True,False,,,,0.97,,1504.0,0
2023-11-01,2023-11-01,EMR,Eastern Mediterranean Region,Sudan,SDN,1760.0,,,7.0,0.003977272727272727,,0.001600519460240716,0.008177430261539165,,,0.4,-0.3960227272727273,,2023,11,November,4,2023-11,2023-2024,True,False,,,,0.4,,2041.67,0
2023-12-01,2023-12-01,EMR,Eastern Mediterranean Region,Sudan,SDN,1074.0,,,7.0,0.006517690875232775,,0.002624346523818108,0.01338256688832462,,,0.65,-0.6434823091247672,,2023,12,December,4,2023-12,2023-2024,True,False,,,,0.65,,1838.0,0
2024-01-01,2024-01-01,EMR,Eastern Mediterranean Region,Sudan,SDN,494.0,,,1.0,0.002024291497975709,,5.124931015921327e-05,0.01122658037429269,,,0.2,-0.1979757085020243,,2024,1,January,1,2024-01,2023-2024,True,False,,,,0.2,,1109.33,0
2024-02-01,2024-02-01,EMR,Eastern Mediterranean Region,Sudan,SDN,446.0,,,0.0,0.0,,0.0,0.008236919304941526,,,0.0,0.0,,2024,2,February,1,2024-02,2023-2024,True,False,,,,0.0,,671.33,0
2024-03-01,2024-03-01,EMR,Eastern Mediterranean Region,Sudan,SDN,488.0,,,2.0,0.004098360655737705,,0.0004967164236831158,0.01472564748760363,,,0.41,-0.40590163934426227,,2024,3,March,1,2024-03,2023-2024,True,False,,,,0.41,,476.0,0
2024-04-01,2024-04-01,EMR,Eastern Mediterranean Region,Sudan,SDN,317.0,,,3.0,0.00946372239747634,,0.001955915419678469,0.02740642264578874,,,0.95,-0.9405362776025236,,2024,4,April,2,2024-04,2023-2024,True,False,,,,0.95,,417.0,0
2024-05-01,2024-05-01,EMR,Eastern Mediterranean Region,Sudan,SDN,184.0,,,2.0,0.0108695652173913,,0.001319076121331635,0.03871108027808767,,,1.09,-1.0791304347826087,,2024,5,May,2,2024-05,2023-2024,True,False,,,,1.09,,329.67,0
2024-06-01,2024-06-01,EMR,Eastern Mediterranean Region,Sudan,SDN,41.0,,,0.0,0.0,,0.0,0.08604383629402845,,,0.0,0.0,,2024,6,June,2,2024-06,2023-2024,True,False,,,,0.0,,180.67,0
2024-07-01,2024-07-01,EMR,Eastern Mediterranean Region,Sudan,SDN,23.0,,,0.0,0.0,,0.0,0.1481851289152243,,,0.0,0.0,,2024,7,July,3,2024-07,2023-2024,True,False,,,,0.0,2200.0,82.67,0
2024-08-01,2024-08-01,EMR,Eastern Mediterranean Region,Sudan,SDN,70.0,,,,,,,,,,,,,2024,8,August,3,2024-08,2023-2024,False,False,,,,,-52.38,44.67,0
2024-09-01,2024-09-01,EMR,Eastern Mediterranean Region,Sudan,SDN,395.0,,,,,,,,,,,,,2024,9,September,3,2024-09,2023-2024,False,False,,,,,-76.56,162.67,0
2024-10-01,2024-10-01,EMR,Eastern Mediterranean Region,Sudan,SDN,4908.0,,,,,,,,,,,,,2024,10,October,4,2024-10,2023-2024,False,False,,,,,83.13,1791.0,1
2024-11-01,2024-11-01,EMR,Eastern Mediterranean Region,Sudan,SDN,2574.0,,,,,,,,,,,,,2024,11,November,4,2024-11,2023-2024,False,False,,,,,46.25,2625.67,0
2024-12-01,2024-12-01,EMR,Eastern Mediterranean Region,Sudan,SDN,871.0,,,,,,,,,,,,,2024,12,December,4,2024-12,2023-2024,False,False,,,,,-18.9,2784.33,0
2025-01-01,2025-01-01,EMR,Eastern Mediterranean Region,Sudan,SDN,822.0,,,,,,,,,,,,,2025,1,January,1,2025-01,2025+,False,False,,,,,66.4,1422.33,0
2025-02-01,2025-02-01,EMR,Eastern Mediterranean Region,Sudan,SDN,816.0,,,,,,,,,,,,,2025,2,February,1,2025-02,2025+,False,False,,,,,82.96,836.33,0
2025-03-01,2025-03-01,EMR,Eastern Mediterranean Region,Sudan,SDN,669.0,,,,,,,,,,,,,2025,3,March,1,2025-03,2025+,False,False,,,,,37.09,769.0,0
2025-04-01,2025-04-01,EMR,Eastern Mediterranean Region,Sudan,SDN,838.0,,,,,,,,,,,,,2025,4,April,2,2025-04,2025+,False,False,,,,,164.35,774.33,0
2025-05-01,2025-05-01,EMR,Eastern Mediterranean Region,Sudan,SDN,853.0,,,,,,,,,,,,,2025,5,May,2,2025-05,2025+,False,False,,,,,363.59,786.67,0
2025-06-01,2025-06-01,EMR,Eastern Mediterranean Region,Sudan,SDN,335.0,,,,,,,,,,,,,2025,6,June,2,2025-06,2025+,False,False,,,,,717.07,675.33,0
2025-07-01,2025-07-01,EMR,Eastern Mediterranean Region,Sudan,SDN,741.0,,,,,,,,,,,,,2025,7,July,3,2025-07,2025+,False,False,,,,,3121.74,643.0,0
2025-08-01,2025-08-01,EMR,Eastern Mediterranean Region,Sudan,SDN,3791.0,,,,,,,,,,,,,2025,8,August,3,2025-08,2025+,False,False,,,,,5315.71,1622.33,0
2025-09-01,2025-09-01,EMR,Eastern Mediterranean Region,Sudan,SDN,12511.0,,,,,,,,,,,,,2025,9,September,3,2025-09,2025+,False,False,,,,,3067.34,5681.0,1
2025-10-01,2025-10-01,EMR,Eastern Mediterranean Region,Sudan,SDN,18678.0,,,,,,,,,,,,,2025,10,October,4,2025-10,2025+,False,False,,,,,280.56,11660.0,1
2025-11-01,2025-11-01,EMR,Eastern Mediterranean Region,Sudan,SDN,6632.0,,,,,,,,,,,,,2025,11,November,4,2025-11,2025+,False,False,,,,,157.65,12607.0,1
2025-12-01,2025-12-01,EMR,Eastern Mediterranean Region,Sudan,SDN,2006.0,,,,,,,,,,,,,2025,12,December,4,2025-12,2025+,False,False,,,,,130.31,9105.33,0
2026-05-01,2026-05-01,EMR,Eastern Mediterranean Region,Sudan,SDN,2738.0,851.0,6.0,0.0,0.0,0.002191380569758948,0.0,0.001346382605888313,0.0008046093460723574,0.004763566217095634,0.0,0.0,0.22,2026,5,May,2,2026-05,2025+,True,True,-0.21780861943024105,31.08,0.22,0.0,233.09,3792.0,0
2014-01-01,2014-01-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2014,1,January,1,2014-01,Pre-2020,False,False,,,,,,,0
2014-02-01,2014-02-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2014,2,February,1,2014-02,Pre-2020,False,False,,,,,,,0
2014-03-01,2014-03-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2014,3,March,1,2014-03,Pre-2020,False,False,,,,,,,0
2014-04-01,2014-04-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2014,4,April,2,2014-04,Pre-2020,False,False,,,,,,,0
2014-05-01,2014-05-01,AMR,Region of the Americas,Suriname,SUR,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.218019360910534,0.0,0.218019360910534,0.0,0.0,0.0,2014,5,May,2,2014-05,Pre-2020,True,True,0.0,26.67,0.0,0.0,,15.0,0
2014-06-01,2014-06-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2014,6,June,2,2014-06,Pre-2020,False,False,,,,,,15.0,0
2014-07-01,2014-07-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2014,7,July,3,2014-07,Pre-2020,False,False,,,,,,15.0,0
2014-08-01,2014-08-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2014,8,August,3,2014-08,Pre-2020,False,False,,,,,,,0
2014-09-01,2014-09-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2014,9,September,3,2014-09,Pre-2020,False,False,,,,,,,0
2014-10-01,2014-10-01,AMR,Region of the Americas,Suriname,SUR,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746,0.0,0.0,0.0,2014,10,October,4,2014-10,Pre-2020,True,True,0.0,0.0,0.0,0.0,,4.0,0
2014-11-01,2014-11-01,AMR,Region of the Americas,Suriname,SUR,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746,0.0,0.0,0.0,2014,11,November,4,2014-11,Pre-2020,True,True,0.0,0.0,0.0,0.0,,4.0,0
2014-12-01,2014-12-01,AMR,Region of the Americas,Suriname,SUR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2014,12,December,4,2014-12,Pre-2020,False,True,,,,,,2.67,0
2015-05-01,2015-05-01,AMR,Region of the Americas,Suriname,SUR,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.841886116991581,0.0,0.841886116991581,0.0,0.0,0.0,2015,5,May,2,2015-05,Pre-2020,True,True,0.0,100.0,0.0,0.0,,2.0,0
2015-12-01,2015-12-01,AMR,Region of the Americas,Suriname,SUR,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2470526380004709,0.0,0.2470526380004709,0.0,0.0,0.0,2015,12,December,4,2015-12,Pre-2020,True,True,0.0,30.77,0.0,0.0,,5.0,0
2016-05-01,2016-05-01,AMR,Region of the Americas,Suriname,SUR,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3084971078187608,0.0,0.3084971078187608,0.0,0.0,0.0,2016,5,May,2,2016-05,Pre-2020,True,True,0.0,10.0,0.0,0.0,,8.33,0
2016-07-01,2016-07-01,AMR,Region of the Americas,Suriname,SUR,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746,0.0,0.0,0.0,2016,7,July,3,2016-07,Pre-2020,True,True,0.0,0.0,0.0,0.0,,9.0,0
2016-11-01,2016-11-01,AMR,Region of the Americas,Suriname,SUR,-1.0,0.0,0.0,0.0,,,,,,,,,,2016,11,November,4,2016-11,Pre-2020,False,False,,,,,-106.67,4.33,0
2016-12-01,2016-12-01,AMR,Region of the Americas,Suriname,SUR,-7.0,0.0,0.0,0.0,,,,,,,,,,2016,12,December,4,2016-12,Pre-2020,False,False,,,,,-146.67,-1.33,0
2017-01-01,2017-01-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,1,January,1,2017-01,Pre-2020,False,False,,,,,-146.67,-4.0,0
2017-02-01,2017-02-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,2,February,1,2017-02,Pre-2020,False,False,,,,,-146.67,-7.0,0
2017-03-01,2017-03-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,3,March,1,2017-03,Pre-2020,False,False,,,,,-146.67,,0
2017-04-01,2017-04-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,4,April,2,2017-04,Pre-2020,False,False,,,,,-275.0,,0
2017-05-01,2017-05-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,5,May,2,2017-05,Pre-2020,False,False,,,,,-275.0,,0
2017-06-01,2017-06-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,6,June,2,2017-06,Pre-2020,False,False,,,,,-inf,,0
2017-07-01,2017-07-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,7,July,3,2017-07,Pre-2020,False,False,,,,,-450.0,,0
2017-08-01,2017-08-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,8,August,3,2017-08,Pre-2020,False,False,,,,,-153.85,,0
2017-09-01,2017-09-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,9,September,3,2017-09,Pre-2020,False,False,,,,,-170.0,,0
2017-10-01,2017-10-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,10,October,4,2017-10,Pre-2020,False,False,,,,,-275.0,,0
2017-11-01,2017-11-01,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,,,,,2017,11,November,4,2017-11,Pre-2020,False,False,,,,,600.0,,0
2017-12-01,2017-12-01,AMR,Region of the Americas,Suriname,SUR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975,0.0,0.0,0.0,2017,12,December,4,2017-12,Pre-2020,True,True,0.0,0.0,0.0,0.0,-114.29,1.0,0
